arrival_update_on,company_id,location_id,working_period_id,sr_no,etd_departure,atd_departure,eta_destination,ata_destination,flight_date,eta_departure,departure_updated_on,shipment_id,mode,vessel_type,departure_source,arrival_source,remarks,carrier,carrier_vessel,company,job_no,location_name,location_code,voyage_no,departure_port_code,destination_port_code,departure_port_name,destination_port_name,transit_time_planned_days,no_of_transshipments,shipment_weight_kg,cargo_type,carrier_reliability_score,weather_severity_score,holiday_flag,shipment_delay_days,check_delay
2024-11-21 01:32:30,136,1280,16,452,2024-10-25 07:32:30,2024-10-26 07:32:30,2024-11-07 07:32:30,2024-11-20 07:32:30,2024-10-25 02:32:30,2024-10-25 09:32:30,2024-10-26 17:32:30,529312,Sea,Container Ship,Manual,Manual,Port Congestion,MSC,CMA CGM Benjamin Franklin,LogiCorp,JOB200451,Dubai,HAM,VOY246N,CIC,TKD,Inland Chennai ICD,Tughlakabad ICD,13,2,7760,Bulk,0.92,1,0,13,13
2024-06-21 16:50:06,136,1964,19,453,2024-06-09 15:50:06,2024-06-11 15:50:06,2024-06-12 15:50:06,2024-06-21 15:50:06,2024-06-09 16:50:06,2024-06-09 16:50:06,2024-06-12 14:50:06,595956,Sea,Bulk Carrier,System,Manual,Customs Hold,COSCO,Maersk Alabama,LogiCorp,JOB200452,Hamburg,HAM,VOY872S,SIN,LCH,Singapore Port,Laem Chabang,3,0,9070,Dry Container,0.87,3,1,9,9
2025-01-31 23:56:59,180,1753,17,454,2025-01-18 02:56:59,2025-01-21 02:56:59,2025-01-27 02:56:59,2025-01-31 02:56:59,2025-01-18 19:56:59,2025-01-18 11:56:59,2025-01-21 19:56:59,509710,Sea,Tanker,Manual,System,Berthing Delay,MSC,CMA CGM Benjamin Franklin,LogiCorp,JOB200453,Hamburg,LAX,VOY385N,DXB,KHJ,Jebel Ali,Khurja ICD,9,0,3221,Bulk,0.88,1,0,4,4
2025-06-10 17:53:03,116,1203,3,455,2025-05-07 19:53:03,2025-05-07 19:53:03,2025-05-31 19:53:03,2025-06-08 19:53:03,2025-05-08 01:53:03,2025-05-07 23:53:03,2025-05-09 02:53:03,594802,Sea,Tanker,System,System,Berthing Delay,COSCO,COSCO Shipping Taurus,LogiCorp,JOB200454,Singapore,LAX,VOY240W,CIC,LAX,Inland Chennai ICD,Los Angeles,24,0,3075,Reefer,0.86,1,0,8,8
2024-12-24 13:03:18,180,1401,20,456,2024-11-20 19:03:18,2024-11-21 19:03:18,2024-12-12 19:03:18,2024-12-22 19:03:18,2024-11-21 14:03:18,2024-11-20 18:03:18,2024-11-23 02:03:18,571226,Sea,Bulk Carrier,Manual,System,Weather Delay,Hapag-Lloyd,MSC Isabella,LogiCorp,JOB200455,Rotterdam,SIN,VOY489S,DDR,DXB,Dadri ICD,Jebel Ali,22,0,6753,Hazardous,0.88,2,0,10,10
2025-06-25 14:22:12,103,1297,9,457,2025-05-29 12:22:12,2025-06-01 12:22:12,2025-06-16 12:22:12,2025-06-24 12:22:12,2025-05-29 15:22:12,2025-05-29 16:22:12,2025-06-03 07:22:12,528194,Sea,Bulk Carrier,System,Manual,Customs Hold,CMA CGM,CMA CGM Benjamin Franklin,GlobalFreight,JOB200456,Rotterdam,SIN,VOY575E,DDR,SHA,Dadri ICD,Shanghai Port,18,0,7083,Hazardous,0.89,3,1,8,8
2024-12-11 03:55:29,126,1798,4,458,2024-11-05 15:55:29,2024-11-05 15:55:29,2024-12-03 15:55:29,2024-12-09 15:55:29,2024-11-06 13:55:29,2024-11-05 22:55:29,2024-11-06 01:55:29,580052,Sea,Bulk Carrier,System,System,On Schedule,MSC,MSC Zoe,Oceanic Pvt Ltd,JOB200457,Mumbai,HAM,VOY374W,TKD,LAX,Tughlakabad ICD,Los Angeles,28,1,1916,Bulk,0.88,2,0,6,6
2025-06-24 13:48:34,170,1750,8,459,2025-05-23 16:48:34,2025-05-24 16:48:34,2025-06-16 16:48:34,2025-06-23 16:48:34,2025-05-23 17:48:34,2025-05-23 04:48:34,2025-05-25 18:48:34,504728,Sea,Container Ship,System,Manual,Berthing Delay,Maersk,COSCO Shipping Taurus,LogiCorp,JOB200458,Dubai,RTM,VOY470S,RTM,CIC,Rotterdam,Inland Chennai ICD,24,0,6047,Bulk,0.95,0,0,7,7
2025-06-06 17:02:52,190,1780,14,460,2025-05-05 13:02:52,2025-05-04 13:02:52,2025-05-24 13:02:52,2025-06-06 13:02:52,2025-05-06 23:02:52,2025-05-05 01:02:52,2025-05-05 21:02:52,501932,Sea,Tanker,System,System,Port Congestion,Evergreen,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB200459,Dubai,LAX,VOY134E,TKD,SHA,Tughlakabad ICD,Shanghai Port,19,2,3297,Bulk,0.87,2,1,13,13
2025-03-12 02:00:04,152,1574,9,461,2025-02-01 23:00:04,2025-02-02 23:00:04,2025-02-27 23:00:04,2025-03-10 23:00:04,2025-02-02 01:00:04,2025-02-02 02:00:04,2025-02-03 04:00:04,537279,Sea,Tanker,System,Manual,On Schedule,Hapag-Lloyd,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB200460,Hamburg,SIN,VOY380W,LAX,SHA,Los Angeles,Shanghai Port,26,0,2698,Bulk,0.9,4,0,11,11
2025-01-21 03:55:49,110,1097,18,462,2024-12-17 06:55:49,2024-12-18 06:55:49,2025-01-08 06:55:49,2025-01-20 06:55:49,2024-12-18 10:55:49,2024-12-16 23:55:49,2024-12-18 15:55:49,527221,Sea,Bulk Carrier,System,System,Weather Delay,MSC,MSC Zoe,Oceanic Pvt Ltd,JOB200461,Los Angeles,SIN,VOY506S,TSN,DXB,Tianjin,Jebel Ali,22,0,5203,Reefer,0.88,0,1,12,12
2024-08-23 14:03:54,171,1813,16,463,2024-07-14 18:03:54,2024-07-15 18:03:54,2024-08-08 18:03:54,2024-08-21 18:03:54,2024-07-16 06:03:54,2024-07-14 23:03:54,2024-07-16 07:03:54,565511,Sea,Bulk Carrier,System,Manual,Berthing Delay,CMA CGM,COSCO Haiphong,GlobalFreight,JOB200462,Singapore,LAX,VOY445S,SIN,DXB,Singapore Port,Jebel Ali,25,1,8090,Dry Container,0.87,0,1,13,13
2025-07-13 05:04:06,121,1641,17,464,2025-06-27 03:04:06,2025-06-26 03:04:06,2025-07-10 03:04:06,2025-07-13 03:04:06,2025-06-27 22:04:06,2025-06-27 06:04:06,2025-06-27 06:04:06,518332,Sea,Tanker,Manual,Manual,On Schedule,Maersk,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB200463,Mumbai,SIN,VOY875N,RTM,PUS,Rotterdam,Busan,13,0,1482,Bulk,0.91,2,1,3,3
2025-05-10 10:18:14,126,1958,11,465,2025-04-22 18:18:14,2025-04-25 18:18:14,2025-05-05 18:18:14,2025-05-09 18:18:14,2025-04-23 11:18:14,2025-04-23 05:18:14,2025-04-27 00:18:14,594388,Sea,Container Ship,System,Manual,On Schedule,ONE,MSC Isabella,Oceanic Pvt Ltd,JOB200464,Singapore,DXB,VOY765S,RTM,HAM,Rotterdam,Hamburg,13,0,5354,Reefer,0.87,3,0,4,4
2024-01-16 22:26:12,144,1651,18,466,2024-01-05 08:26:12,2024-01-07 08:26:12,2024-01-13 08:26:12,2024-01-15 08:26:12,2024-01-05 00:26:12,2024-01-05 03:26:12,2024-01-07 18:26:12,545214,Sea,Tanker,System,System,Customs Hold,MSC,COSCO Shipping Taurus,Oceanic Pvt Ltd,JOB200465,Singapore,LAX,VOY304N,PUS,TSN,Busan,Tianjin,8,1,5563,Bulk,0.89,2,1,2,2
2026-01-05 08:45:43,116,1816,17,467,2025-12-26 16:45:43,2025-12-26 16:45:43,2025-12-31 16:45:43,2026-01-04 16:45:43,2025-12-26 10:45:43,2025-12-26 22:45:43,2025-12-28 04:45:43,584519,Sea,Bulk Carrier,Manual,Manual,Port Congestion,MSC,Maersk Alabama,GlobalFreight,JOB200466,Singapore,DXB,VOY756S,SHA,LCH,Shanghai Port,Laem Chabang,5,1,4618,Reefer,0.9,0,0,4,4
2024-07-06 10:47:54,185,1483,11,468,2024-06-17 02:47:54,2024-06-17 02:47:54,2024-06-27 02:47:54,2024-07-05 02:47:54,2024-06-17 17:47:54,2024-06-16 23:47:54,2024-06-18 06:47:54,565585,Sea,Container Ship,System,Manual,Berthing Delay,Maersk,MSC Isabella,Oceanic Pvt Ltd,JOB200467,Hamburg,SIN,VOY250S,RTM,TSN,Rotterdam,Tianjin,10,0,2775,Bulk,0.9,2,1,8,8
2025-03-10 23:41:41,155,1667,12,469,2025-02-16 04:41:41,2025-02-17 04:41:41,2025-03-03 04:41:41,2025-03-09 04:41:41,2025-02-17 03:41:41,2025-02-15 21:41:41,2025-02-17 11:41:41,503315,Sea,Bulk Carrier,Manual,Manual,Berthing Delay,Maersk,MSC Isabella,LogiCorp,JOB200468,Los Angeles,LAX,VOY962S,RTM,DDR,Rotterdam,Dadri ICD,15,0,6269,Reefer,0.88,3,1,6,6
2024-06-03 23:54:22,101,1621,9,470,2024-05-19 00:54:22,2024-05-18 00:54:22,2024-06-01 00:54:22,2024-06-03 00:54:22,2024-05-19 20:54:22,2024-05-18 13:54:22,2024-05-18 16:54:22,584832,Sea,Bulk Carrier,Manual,Manual,On Schedule,Yang Ming,MSC Zoe,GlobalFreight,JOB200469,Hamburg,RTM,VOY300W,DXB,PUS,Jebel Ali,Busan,13,0,2171,Bulk,0.88,0,0,2,2
2025-12-07 11:56:26,119,1722,6,471,2025-11-01 10:56:26,2025-11-02 10:56:26,2025-11-26 10:56:26,2025-12-07 10:56:26,2025-11-02 19:56:26,2025-11-01 02:56:26,2025-11-04 01:56:26,510855,Sea,Bulk Carrier,System,System,Berthing Delay,Hapag-Lloyd,Yang Ming Glory,GlobalFreight,JOB200470,Hamburg,BOM,VOY722W,TSN,RTM,Tianjin,Rotterdam,25,2,7096,Bulk,0.89,0,1,11,11
2025-11-17 07:09:58,107,1066,7,472,2025-10-24 05:09:58,2025-10-26 05:09:58,2025-11-10 05:09:58,2025-11-16 05:09:58,2025-10-25 11:09:58,2025-10-24 17:09:58,2025-10-27 23:09:58,565735,Sea,Container Ship,Manual,System,Weather Delay,Maersk,MSC Isabella,Oceanic Pvt Ltd,JOB200471,Mumbai,RTM,VOY855N,DXB,CIC,Jebel Ali,Inland Chennai ICD,17,2,6159,Reefer,0.91,4,1,6,6
2024-05-31 20:21:40,114,1940,3,473,2024-05-14 08:21:40,2024-05-13 08:21:40,2024-05-24 08:21:40,2024-05-30 08:21:40,2024-05-14 01:21:40,2024-05-14 01:21:40,2024-05-14 13:21:40,595623,Sea,Container Ship,System,Manual,Port Congestion,COSCO,MSC Zoe,GlobalFreight,JOB200472,Mumbai,DXB,VOY418E,PUS,DXB,Busan,Jebel Ali,10,0,4752,Dry Container,0.86,1,1,6,6
2025-01-09 00:31:45,172,1323,14,474,2024-12-23 13:31:45,2024-12-24 13:31:45,2025-01-05 13:31:45,2025-01-08 13:31:45,2024-12-23 09:31:45,2024-12-23 08:31:45,2024-12-25 06:31:45,524673,Sea,Bulk Carrier,System,System,Customs Hold,Maersk,COSCO Haiphong,Oceanic Pvt Ltd,JOB200473,Hamburg,SIN,VOY352E,CIC,DDR,Inland Chennai ICD,Dadri ICD,13,0,6498,Bulk,0.93,0,1,3,3
2024-10-17 09:32:01,144,1661,10,475,2024-10-02 20:32:01,2024-10-05 20:32:01,2024-10-14 20:32:01,2024-10-16 20:32:01,2024-10-03 11:32:01,2024-10-02 14:32:01,2024-10-07 16:32:01,544850,Sea,Tanker,Manual,System,Port Congestion,COSCO,Evergreen Ever Given,LogiCorp,JOB200474,Rotterdam,DXB,VOY890W,CIC,DDR,Inland Chennai ICD,Dadri ICD,12,0,3110,Hazardous,0.86,2,0,2,2
2026-01-27 01:49:22,104,1330,4,476,2025-12-17 01:49:22,2025-12-20 01:49:22,2026-01-10 01:49:22,2026-01-26 01:49:22,2025-12-18 02:49:22,2025-12-17 09:49:22,2025-12-21 19:49:22,547039,Sea,Container Ship,System,Manual,Berthing Delay,Maersk,CMA CGM Marco Polo,Oceanic Pvt Ltd,JOB200475,Rotterdam,HAM,VOY746S,TSN,RTM,Tianjin,Rotterdam,24,2,8282,Dry Container,0.9,1,1,16,16
2024-09-29 13:23:29,176,1345,16,477,2024-08-25 21:23:29,2024-08-25 21:23:29,2024-09-15 21:23:29,2024-09-28 21:23:29,2024-08-26 08:23:29,2024-08-26 06:23:29,2024-08-27 19:23:29,552579,Sea,Bulk Carrier,System,System,Port Congestion,Maersk,Maersk Alabama,LogiCorp,JOB200476,Singapore,SIN,VOY290N,TSN,KHJ,Tianjin,Khurja ICD,21,0,6186,Bulk,0.94,4,1,13,13
2025-05-04 18:44:20,198,1144,12,478,2025-04-05 15:44:20,2025-04-06 15:44:20,2025-04-28 15:44:20,2025-05-04 15:44:20,2025-04-05 22:44:20,2025-04-05 17:44:20,2025-04-06 20:44:20,551903,Sea,Container Ship,Manual,System,Weather Delay,Maersk,Maersk Alabama,LogiCorp,JOB200477,Dubai,RTM,VOY270E,PTL,LCH,ICD Patli,Laem Chabang,23,1,4249,Bulk,0.97,0,0,6,6
2024-08-02 16:46:51,187,1403,7,479,2024-07-02 10:46:51,2024-07-03 10:46:51,2024-07-26 10:46:51,2024-08-02 10:46:51,2024-07-03 09:46:51,2024-07-02 13:46:51,2024-07-04 16:46:51,587613,Sea,Bulk Carrier,Manual,System,On Schedule,ONE,ONE Apus,Oceanic Pvt Ltd,JOB200478,Dubai,RTM,VOY192S,RTM,DDR,Rotterdam,Dadri ICD,24,0,1720,Reefer,0.85,3,1,7,7
2025-12-25 13:19:48,122,1786,8,480,2025-11-28 12:19:48,2025-12-01 12:19:48,2025-12-22 12:19:48,2025-12-25 12:19:48,2025-11-29 14:19:48,2025-11-28 11:19:48,2025-12-02 02:19:48,547484,Sea,Bulk Carrier,System,Manual,On Schedule,MSC,CMA CGM Marco Polo,GlobalFreight,JOB200479,Dubai,DXB,VOY847W,LCH,JNPT,Laem Chabang,Nhava Sheva (JNPT),24,0,2519,Hazardous,0.89,1,0,3,3
2024-07-12 03:39:22,122,1167,13,481,2024-06-13 01:39:22,2024-06-15 01:39:22,2024-07-03 01:39:22,2024-07-12 01:39:22,2024-06-13 15:39:22,2024-06-13 10:39:22,2024-06-15 17:39:22,567809,Sea,Container Ship,Manual,System,Customs Hold,MSC,Maersk Mc-Kinney Moller,GlobalFreight,JOB200480,Hamburg,BOM,VOY447W,DDR,RTM,Dadri ICD,Rotterdam,20,2,6324,Hazardous,0.9,0,0,9,9
2024-09-22 11:04:17,114,1618,15,482,2024-09-04 19:04:17,2024-09-06 19:04:17,2024-09-13 19:04:17,2024-09-21 19:04:17,2024-09-05 23:04:17,2024-09-04 23:04:17,2024-09-08 18:04:17,548866,Sea,Bulk Carrier,Manual,Manual,On Schedule,Maersk,Maersk Alabama,LogiCorp,JOB200481,Singapore,LAX,VOY493W,SIN,TSN,Singapore Port,Tianjin,9,0,3383,Hazardous,0.88,0,0,8,8
2024-02-15 11:40:58,158,1375,2,483,2024-01-06 09:40:58,2024-01-07 09:40:58,2024-02-07 09:40:58,2024-02-15 09:40:58,2024-01-07 04:40:58,2024-01-06 16:40:58,2024-01-07 16:40:58,589966,Sea,Bulk Carrier,Manual,Manual,Customs Hold,MSC,COSCO Haiphong,GlobalFreight,JOB200482,Rotterdam,BOM,VOY704E,LAX,PUS,Los Angeles,Busan,32,1,4639,Bulk,0.88,1,1,8,8
2024-10-23 09:49:31,116,1744,5,484,2024-10-04 04:49:31,2024-10-04 04:49:31,2024-10-14 04:49:31,2024-10-23 04:49:31,2024-10-03 22:49:31,2024-10-04 12:49:31,2024-10-05 14:49:31,564677,Sea,Bulk Carrier,Manual,Manual,Berthing Delay,CMA CGM,Yang Ming Glory,GlobalFreight,JOB200483,Los Angeles,DXB,VOY432E,DDR,SIN,Dadri ICD,Singapore Port,10,1,1793,Hazardous,0.89,0,0,9,9
2024-09-26 17:03:01,132,1738,3,485,2024-09-10 16:03:01,2024-09-12 16:03:01,2024-09-19 16:03:01,2024-09-26 16:03:01,2024-09-12 03:03:01,2024-09-10 17:03:01,2024-09-13 03:03:01,515260,Sea,Container Ship,Manual,Manual,Port Congestion,MSC,CMA CGM Benjamin Franklin,GlobalFreight,JOB200484,Los Angeles,DXB,VOY723N,JNPT,PUS,Nhava Sheva (JNPT),Busan,9,0,8726,Dry Container,0.9,2,1,7,7
2024-07-08 20:47:29,126,1019,14,486,2024-06-16 03:47:29,2024-06-17 03:47:29,2024-06-27 03:47:29,2024-07-08 03:47:29,2024-06-16 17:47:29,2024-06-16 12:47:29,2024-06-17 03:47:29,517008,Sea,Bulk Carrier,Manual,Manual,Port Congestion,Hapag-Lloyd,ONE Apus,GlobalFreight,JOB200485,Rotterdam,BOM,VOY381S,HAM,PUS,Hamburg,Busan,11,0,3972,Reefer,0.88,1,0,11,11
2025-08-09 22:52:35,143,1348,11,487,2025-07-04 16:52:35,2025-07-06 16:52:35,2025-07-25 16:52:35,2025-08-08 16:52:35,2025-07-04 04:52:35,2025-07-04 15:52:35,2025-07-08 03:52:35,558246,Sea,Container Ship,Manual,Manual,Weather Delay,MSC,Maersk Mc-Kinney Moller,GlobalFreight,JOB200486,Hamburg,DXB,VOY726E,TKD,LCH,Tughlakabad ICD,Laem Chabang,21,1,4243,Hazardous,0.89,2,1,14,14
2024-02-15 01:29:28,186,1478,1,488,2024-01-26 01:29:28,2024-01-27 01:29:28,2024-02-04 01:29:28,2024-02-13 01:29:28,2024-01-26 17:29:28,2024-01-25 17:29:28,2024-01-27 21:29:28,581902,Sea,Tanker,System,Manual,Port Congestion,COSCO,MSC Isabella,Oceanic Pvt Ltd,JOB200487,Singapore,BOM,VOY180W,PUS,DXB,Busan,Jebel Ali,9,2,3178,Bulk,0.86,4,1,9,9
2024-07-17 19:28:16,120,1785,13,489,2024-07-01 07:28:16,2024-06-30 07:28:16,2024-07-11 07:28:16,2024-07-16 07:28:16,2024-07-01 06:28:16,2024-07-01 12:28:16,2024-07-01 01:28:16,553545,Sea,Bulk Carrier,System,Manual,Port Congestion,MSC,Maersk Alabama,Oceanic Pvt Ltd,JOB200488,Rotterdam,RTM,VOY234W,LCH,CIC,Laem Chabang,Inland Chennai ICD,10,0,7976,Dry Container,0.91,2,1,5,5
2024-07-20 06:09:12,159,1671,6,490,2024-06-23 20:09:12,2024-06-22 20:09:12,2024-07-14 20:09:12,2024-07-18 20:09:12,2024-06-25 08:09:12,2024-06-24 05:09:12,2024-06-23 17:09:12,512887,Sea,Bulk Carrier,Manual,Manual,Berthing Delay,ONE,Yang Ming Glory,LogiCorp,JOB200489,Hamburg,BOM,VOY874W,HAM,CIC,Hamburg,Inland Chennai ICD,21,0,10721,Reefer,0.86,1,0,4,4
2025-05-18 15:45:38,176,1904,13,491,2025-04-10 16:45:38,2025-04-09 16:45:38,2025-05-03 16:45:38,2025-05-17 16:45:38,2025-04-12 03:45:38,2025-04-10 21:45:38,2025-04-09 17:45:38,567021,Sea,Container Ship,System,Manual,Customs Hold,COSCO,ONE Apus,GlobalFreight,JOB200490,Dubai,DXB,VOY123E,LCH,LAX,Laem Chabang,Los Angeles,23,0,4438,Hazardous,0.83,1,1,14,14
2024-05-22 17:46:34,142,1893,6,492,2024-04-13 00:46:34,2024-04-16 00:46:34,2024-05-15 00:46:34,2024-05-21 00:46:34,2024-04-14 02:46:34,2024-04-12 19:46:34,2024-04-16 07:46:34,560583,Sea,Tanker,System,System,On Schedule,MSC,MSC Zoe,GlobalFreight,JOB200491,Hamburg,SIN,VOY311W,TSN,LAX,Tianjin,Los Angeles,32,1,4208,Hazardous,0.92,3,0,6,6
2025-09-29 22:58:28,198,1040,12,493,2025-08-31 04:58:28,2025-08-30 04:58:28,2025-09-24 04:58:28,2025-09-29 04:58:28,2025-09-01 14:58:28,2025-08-31 04:58:28,2025-08-31 05:58:28,593929,Sea,Tanker,Manual,Manual,On Schedule,CMA CGM,Hapag-Lloyd Jakarta Express,LogiCorp,JOB200492,Dubai,RTM,VOY833N,TKD,KHJ,Tughlakabad ICD,Khurja ICD,24,0,100,Dry Container,0.87,1,1,5,5
2024-12-16 16:53:03,133,1350,10,494,2024-11-16 16:53:03,2024-11-18 16:53:03,2024-12-07 16:53:03,2024-12-14 16:53:03,2024-11-18 04:53:03,2024-11-17 02:53:03,2024-11-19 07:53:03,558284,Sea,Bulk Carrier,Manual,Manual,Port Congestion,COSCO,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB200493,Los Angeles,BOM,VOY348W,LAX,HAM,Los Angeles,Hamburg,21,0,3008,Reefer,0.88,1,1,7,7
2024-02-13 22:33:56,195,1824,5,495,2024-01-21 03:33:56,2024-01-23 03:33:56,2024-02-06 03:33:56,2024-02-12 03:33:56,2024-01-21 00:33:56,2024-01-20 19:33:56,2024-01-23 21:33:56,579619,Sea,Bulk Carrier,Manual,Manual,Weather Delay,MSC,Evergreen Ever Given,LogiCorp,JOB200494,Dubai,LAX,VOY677E,TKD,HAM,Tughlakabad ICD,Hamburg,16,0,5458,Bulk,0.87,1,0,6,6
2024-08-01 07:57:40,148,1886,16,496,2024-07-20 11:57:40,2024-07-23 11:57:40,2024-07-25 11:57:40,2024-07-31 11:57:40,2024-07-20 22:57:40,2024-07-20 19:57:40,2024-07-24 20:57:40,522167,Sea,Tanker,Manual,System,Berthing Delay,MSC,Maersk Alabama,Oceanic Pvt Ltd,JOB200495,Mumbai,HAM,VOY863W,TSN,LCH,Tianjin,Laem Chabang,5,0,4922,Dry Container,0.88,2,0,6,6
2024-10-09 19:55:27,146,1680,2,497,2024-08-28 05:55:27,2024-08-31 05:55:27,2024-09-26 05:55:27,2024-10-09 05:55:27,2024-08-28 05:55:27,2024-08-28 05:55:27,2024-09-02 04:55:27,582103,Sea,Container Ship,Manual,System,Customs Hold,MSC,CMA CGM Benjamin Franklin,GlobalFreight,JOB200496,Los Angeles,HAM,VOY384N,DDR,LAX,Dadri ICD,Los Angeles,29,0,4603,Dry Container,0.92,0,1,13,13
2025-04-05 21:05:38,111,1760,7,498,2025-03-16 04:05:38,2025-03-19 04:05:38,2025-03-30 04:05:38,2025-04-05 04:05:38,2025-03-16 09:05:38,2025-03-16 15:05:38,2025-03-20 15:05:38,508345,Sea,Container Ship,Manual,System,Weather Delay,CMA CGM,COSCO Shipping Taurus,LogiCorp,JOB200497,Dubai,LAX,VOY362S,TKD,PTL,Tughlakabad ICD,ICD Patli,14,0,4899,Hazardous,0.86,3,0,6,6
2025-03-24 07:10:06,127,1612,16,499,2025-02-21 01:10:06,2025-02-21 01:10:06,2025-03-14 01:10:06,2025-03-24 01:10:06,2025-02-22 02:10:06,2025-02-20 22:10:06,2025-02-22 11:10:06,574623,Sea,Container Ship,Manual,System,Berthing Delay,ONE,MSC Zoe,GlobalFreight,JOB200498,Dubai,LAX,VOY426N,LAX,TSN,Los Angeles,Tianjin,21,0,9279,Hazardous,0.85,0,1,10,10
2025-09-13 18:01:21,143,1281,18,500,2025-08-09 02:01:21,2025-08-10 02:01:21,2025-08-31 02:01:21,2025-09-13 02:01:21,2025-08-09 05:01:21,2025-08-09 06:01:21,2025-08-11 12:01:21,540475,Sea,Tanker,Manual,System,Weather Delay,CMA CGM,Hapag-Lloyd Jakarta Express,Oceanic Pvt Ltd,JOB200499,Mumbai,RTM,VOY604S,DXB,PUS,Jebel Ali,Busan,22,1,100,Hazardous,0.86,3,0,13,13
2024-06-17 09:59:00,139,1327,17,501,2024-05-18 20:59:00,2024-05-18 20:59:00,2024-06-08 20:59:00,2024-06-16 20:59:00,2024-05-19 16:59:00,2024-05-18 23:59:00,2024-05-19 15:59:00,513489,Sea,Tanker,Manual,System,Port Congestion,Maersk,ONE Apus,GlobalFreight,JOB200500,Dubai,RTM,VOY789E,SHA,PTL,Shanghai Port,ICD Patli,21,1,7599,Reefer,0.91,1,1,8,8
2025-10-09 22:34:52,138,1379,5,502,2025-09-02 08:34:52,2025-09-03 08:34:52,2025-09-24 08:34:52,2025-10-09 08:34:52,2025-09-03 02:34:52,2025-09-02 05:34:52,2025-09-04 00:34:52,543741,Sea,Tanker,Manual,Manual,Berthing Delay,Maersk,CMA CGM Benjamin Franklin,Oceanic Pvt Ltd,JOB200501,Singapore,LAX,VOY724S,DXB,PUS,Jebel Ali,Busan,22,1,3983,Hazardous,0.89,3,0,15,15
2025-09-06 13:51:42,132,1301,12,503,2025-08-15 00:51:42,2025-08-15 00:51:42,2025-08-26 00:51:42,2025-09-06 00:51:42,2025-08-16 09:51:42,2025-08-14 12:51:42,2025-08-16 18:51:42,542184,Sea,Bulk Carrier,Manual,Manual,Port Congestion,Yang Ming,MSC Zoe,GlobalFreight,JOB200502,Hamburg,DXB,VOY518E,DDR,KHJ,Dadri ICD,Khurja ICD,11,1,3485,Reefer,0.88,4,1,11,11
2025-12-04 00:31:02,131,1286,20,504,2025-10-27 04:31:02,2025-10-29 04:31:02,2025-11-18 04:31:02,2025-12-02 04:31:02,2025-10-27 23:31:02,2025-10-27 10:31:02,2025-10-31 01:31:02,549154,Sea,Container Ship,System,System,Customs Hold,MSC,Maersk Mc-Kinney Moller,Oceanic Pvt Ltd,JOB200503,Los Angeles,RTM,VOY348S,DXB,TKD,Jebel Ali,Tughlakabad ICD,22,1,6998,Hazardous,0.91,2,0,14,14
2025-01-25 22:45:04,131,1335,19,505,2025-01-01 11:45:04,2025-01-01 11:45:04,2025-01-21 11:45:04,2025-01-24 11:45:04,2025-01-02 03:45:04,2025-01-01 16:45:04,2025-01-01 16:45:04,599980,Sea,Tanker,Manual,Manual,On Schedule,Maersk,COSCO Haiphong,LogiCorp,JOB200504,Mumbai,HAM,VOY175E,KHJ,TKD,Khurja ICD,Tughlakabad ICD,20,0,3116,Bulk,0.92,2,1,3,3
2025-09-12 02:10:55,102,1143,4,506,2025-08-03 10:10:55,2025-08-04 10:10:55,2025-09-01 10:10:55,2025-09-11 10:10:55,2025-08-04 21:10:55,2025-08-03 18:10:55,2025-08-06 00:10:55,553841,Sea,Bulk Carrier,Manual,Manual,On Schedule,ONE,CMA CGM Benjamin Franklin,GlobalFreight,JOB200505,Mumbai,LAX,VOY428W,LAX,TSN,Los Angeles,Tianjin,29,1,9305,Bulk,0.85,0,1,10,10
2024-02-19 09:05:21,120,1817,17,507,2024-01-25 22:05:21,2024-01-24 22:05:21,2024-02-14 22:05:21,2024-02-17 22:05:21,2024-01-26 20:05:21,2024-01-25 12:05:21,2024-01-25 05:05:21,575225,Sea,Bulk Carrier,System,System,Berthing Delay,Yang Ming,Evergreen Ever Given,Oceanic Pvt Ltd,JOB200506,Singapore,SIN,VOY909W,HAM,LCH,Hamburg,Laem Chabang,20,0,5461,Reefer,0.83,2,0,3,3
2024-06-21 03:38:43,141,1437,5,508,2024-05-21 02:38:43,2024-05-23 02:38:43,2024-06-09 02:38:43,2024-06-21 02:38:43,2024-05-21 04:38:43,2024-05-20 22:38:43,2024-05-23 02:38:43,529214,Sea,Tanker,Manual,Manual,Weather Delay,COSCO,Evergreen Ever Given,GlobalFreight,JOB200507,Rotterdam,HAM,VOY564W,PTL,SIN,ICD Patli,Singapore Port,19,0,8247,Reefer,0.84,1,0,12,12
2024-07-12 20:48:21,138,1167,14,509,2024-06-09 02:48:21,2024-06-09 02:48:21,2024-07-03 02:48:21,2024-07-11 02:48:21,2024-06-09 02:48:21,2024-06-08 22:48:21,2024-06-09 15:48:21,530537,Sea,Container Ship,Manual,System,Weather Delay,MSC,Maersk Mc-Kinney Moller,Oceanic Pvt Ltd,JOB200508,Mumbai,SIN,VOY126N,KHJ,RTM,Khurja ICD,Rotterdam,24,1,3357,Dry Container,0.92,3,0,8,8
